t,w
12.356399536132812,1.0148495435714722
12.423218727111816,1.0700684785842896
12.526801824569702,1.125449299812317
12.624669790267944,1.1768280267715454
12.810582876205444,1.2213332653045654
12.840880393981934,1.256469964981079
12.923962831497192,1.2804079055786133
13.021085977554321,1.2924528121948242
13.170423030853271,1.2918517589569092
13.220655679702759,1.279496192932129
13.323958396911621,1.2559064626693726
13.426671504974365,1.2227685451507568
13.614829063415527,1.1817131042480469
13.641502380371094,1.1348168849945068
13.721856594085693,1.0841695070266724
13.824233531951904,1.031816005706787
13.937060594558716,0.9798375368118286
14.057839155197144,0.9300981760025024
14.12886643409729,0.884365975856781
14.232219696044922,0.8444381356239319
14.3295259475708,0.8123969435691833
14.465653419494629,0.7897641062736511
14.526288986206055,0.7777292132377625
14.631454706192017,0.7767353653907776
14.729551315307617,0.7864057421684265
14.853273153305054,0.8060232400894165
14.938888788223267,0.8340357542037964
15.028221845626831,0.8686181306838989
15.130778074264526,0.9077199101448059
15.23474907875061,0.9489030241966248
15.330944776535034,0.9900990724563599
15.432156801223755,1.0494884252548218
15.555442333221436,1.1016361713409424
15.631641387939453,1.1521389484405518
15.729998350143433,1.1974562406539917
15.833606481552124,1.2358667850494385
15.939161777496338,1.26580810546875
16.030694484710693,1.2862663269042969
16.132546186447144,1.2971210479736328
16.228331327438354,1.29819917678833
16.37558126449585,1.2900795936584473
16.427637338638306,1.2735220193862915
16.527613162994385,1.249758243560791
16.629438400268555,1.2201952934265137
16.73531746864319,1.1863253116607666
16.836357593536377,1.14974045753479
16.92871069908142,1.112134575843811
17.08556342124939,1.0751465559005737
17.12786054611206,1.0402215719223022
17.231810331344604,1.0088143348693848
17.331496238708496,0.9825325012207031
17.43159770965576,0.9629381895065308
17.552586555480957,0.9510182738304138
17.63128352165222,0.9475087523460388
17.725724697113037,0.9532700777053833
17.885993242263794,0.968090295791626
17.927310943603516,0.9911379218101501
18.029940128326416,1.0210152864456177
18.127741813659668,1.0559715032577515
18.269671201705933,1.0941623449325562
18.329516172409058,1.1334749460220337
18.428060293197632,1.1948086023330688
18.52793860435486,1.2509201765060425
18.7008376121521,1.3074302673339844
18.736024379730225,1.3603909015655518
18.825867414474487,1.4073985815048218
18.924739122390747,1.446504831314087
19.037742614746094,1.4763038158416748
19.13702893257141,1.4956687688827515
19.23142647743225,1.504164218902588
19.327396154403687,1.5019687414169312
19.429069995880127,1.4895800352096558
19.55452609062195,1.467989444732666
19.626052618026733,1.4386682510375977
19.72936224937439,1.4033280611038208
19.834874868392944,1.363878846168518
19.927570581436157,1.3223294019699097
20.08830952644348,1.2808458805084229
20.124231100082397,1.2418482303619385
20.224661827087402,1.2081902027130127
20.32552170753479,1.1820253133773804
20.460442304611206,1.1651406288146973
20.52923822402954,1.1587518453598022
20.624755859375,1.1646614074707031
20.72579860687256,1.1830992698669434
20.857309341430664,1.2139109373092651
20.93027377128601,1.2559458017349243
21.037539958953857,1.307395577430725
21.128194570541382,1.3655939102172852
21.231963634490967,1.427302598953247
21.341511964797974,1.4889404773712158
21.435134887695312,1.5678504705429077
21.527952671051025,1.6378690004348755
21.700613975524902,1.7025974988937378
21.734408378601074,1.757485270500183
21.82338786125183,1.7992526292800903
21.924551725387573,1.8256666660308838
22.0339093208313,1.835392951965332
22.156054258346558,1.82841956615448
22.229713678359985,1.8055566549301147
22.326923847198486,1.7683963775634766
22.44137215614319,1.7192851305007935
22.52715039253235,1.6612752676010132
22.63202214241028,1.598585844039917
22.731870412826538,1.5349396467208862
22.874073266983032,1.4751850366592407
22.924506425857544,1.4236174821853638
23.03488278388977,1.386393666267395
23.125630855560303,1.3683339357376099
23.245190143585205,1.3731898069381714
23.32838463783264,1.402864694595337
23.42822790145874,1.4577898979187012
23.53173518180847,1.5368454456329346
23.665942668914795,1.6373833417892456
23.72390389442444,1.7547527551651
23.82615065574646,1.8829387426376343
23.9338641166687,2.014685869216919
24.047800302505493,2.1419355869293213
24.124056577682495,2.2570245265960693
24.2325177192688,2.353403329849243
24.357652187347412,2.424581289291382
