t,w
26.4809641838074,4.43945483010338
26.5136816501617,5.70534203090766
26.5496072769165,5.71454779585945
26.5854647159576,5.95774639200136
26.6211729049683,5.88019454416568
26.6564354896545,5.88019454416568
26.692239522934,5.80582047740175
26.7283947467804,2.92056217528558
26.7637712955475,5.72841217494806
26.7997560501099,5.84473895688285
26.8358042240143,5.69822874651332
26.8715806007385,3.94606141211096
26.9072079658508,5.98293291243016
26.9421544075012,4.53171255306524
26.9840128421783,5.66993397425972
27.0280661582947,5.63012727079662
27.0729038715363,5.76871349044044
27.116140127182,5.78964827711174
27.1603577136993,5.64639873423121
27.1614263057709,5.22549394207965
27.2041797637939,5.71704329099069
27.2275388240814,5.69483698818004
27.2721812725067,4.20365643018564
27.3161263465881,4.09673174949906
27.3601863384247,4.09673174949906
27.4043207168579,5.47687917103563
27.4522051811218,5.6080149192673
27.4525458812714,5.57817452193044
27.4963645935059,5.69667233675515
27.5135681629181,5.86579998670081
27.5560708045959,5.68913733566286
27.6043102741241,4.89689927458785
27.6482121944427,3.76869029551502
27.6966197490692,6.1138457414407
27.6974351406097,7.998342369428
27.7404732704163,7.998342369428
27.7631118297577,5.92814935069253
27.8040473461151,5.92814935069253
27.8485150337219,4.90546411089661
27.8963181972504,4.51158245692632
27.9445073604584,4.502278250081
27.9450380802155,4.6339456160214
27.9883599281311,5.92547031764818
28.0137202739716,4.39862768853412
28.0600700378418,4.54322871175386
28.1041305065155,4.74998487107888
28.1481919288635,5.17220163546532
28.1920604705811,5.85881663556841
28.1929211616516,5.82323047033784
28.2404634952545,5.82323047033784
28.2638063430786,8.65037776899513
28.3039605617523,4.93769866554992
28.3523685932159,5.73775984720058
28.3961093425751,4.15352962126234
28.4440543651581,5.73758725942
28.4445199966431,5.96018632361185
28.4919884204865,6.67280678137244
28.5141444206238,6.18458616851834
28.5598871707916,6.07062443677383
28.6082653999329,6.04932154888453
28.6569368839264,3.14819825775397
28.703982591629,3.14819825775397
28.7043936252594,6.14264639307854
28.7481572628021,4.96616852115254
28.7632689476013,3.55580350047384
28.8042526245117,4.85684434868272
28.848043680191,6.28407352773698
28.8919234275818,6.27830955064156
28.9403841495514,3.78496756496335
28.9839541912079,6.05712216479519
28.9844100475311,6.16466904172065
29.0281546115875,4.68452862286131
29.0491316318512,6.24189564077627
29.0919916629791,6.43441738217428
29.1365540027618,5.89177348208735
29.1800513267517,6.48736818545577
29.2241303920746,6.97456888451546
29.2683303356171,6.81424486897496
29.2691056728363,6.74758216987525
29.3125541210175,3.27989080789125
29.3347511291504,7.08402734680631
29.3758964538574,7.08402734680631
29.4240040779114,6.98179281263365
29.4679348468781,7.06505053015111
29.5125284194946,7.11249168932255
29.55601811409,7.87242622812956
29.5566186904907,3.50479564257877
29.5999591350555,6.89075084979288
29.6206340789795,6.89075084979288
29.6639194488525,6.85895762780979
29.7120854854584,5.22891263904413
29.7559232711792,6.91578016919382
29.8040981292725,7.22671326589475
29.804566860199,6.77638106793819
29.8485105037689,6.77638106793819
29.87060546875,6.90752491224463
29.9160902500153,6.82359736113256
29.9601175785065,6.88415461451424
30.0040941238403,6.79824304245582
30.0484843254089,6.78872068873271
30.092205286026,3.49827592811352
30.09281873703,6.8018854329152
30.1399970054626,6.87607297335566
30.1568531990051,6.87607297335566
30.2001309394836,6.91667693819858
30.2481334209442,7.02235267214985
30.2922430038452,7.00459944539842
30.3361442089081,7.13505455302044
30.3367269039154,7.19323309828325
30.3801276683807,7.03906447655223
30.406480550766,7.12529261187455
30.4481806755066,7.06741008358067
30.4919400215149,7.06741008358067
30.536013841629,7.13248014766247
30.579874753952,7.07654931234752
30.6241235733032,10.6634870591002
30.6246440410614,7.09973653828841
30.6682295799255,7.65072896343988
30.6922829151154,6.98871042714936
30.7323832511902,6.98871042714936
30.7759034633636,7.26571320826577
30.8243420124054,3.67787110261635
30.86802983284,7.34950814922501
30.9161400794983,7.19379329555667
30.9166181087494,7.17587503336008
30.9642190933228,3.6694293755405
30.9775605201721,4.44329102048695
31.0199308395386,7.2789460644357
31.0679662227631,7.20458019811726
31.1160593032837,7.72164912456573
31.1599760055542,7.37149075475172
31.1603939533234,7.7150310445508
31.2078938484192,7.7150310445508
31.2274322509766,7.71335436828719
31.2678828239441,7.33785984001389
31.3118622303009,7.33869461987931
31.3560991287231,11.804756419424
31.400244474411,7.3761388427497
31.4440994262695,7.39866630719423
31.4446065425873,7.39866630719423
31.4884343147278,5.0742469507519
31.5138635635376,7.56296826121307
31.556140422821,7.51016018561861
31.6039729118347,7.40707834834282
31.6522262096405,7.41434601239521
31.6999897956848,3.78587460040999
31.7003207206726,3.78587460040999
31.7448465824127,3.78587460040999
31.7642290592194,3.75603307771812
31.8078956604004,7.48148143614806
31.8559610843658,7.64774869980472
31.9039452075958,7.52924157585769
31.9519293308258,7.64423947440912
31.952564239502,7.6752745545888
31.9959418773651,7.6559892185088
32.0135862827301,7.66893667348872
32.0568053722382,7.66893667348872
32.1040678024292,7.62127681213593
32.1442782878876,7.56979705499579
32.1882293224335,7.77773125912865
32.2320084571838,7.77773125912865
32.23237657547,7.55429166198998
32.279956817627,7.55429166198998
32.2993769645691,7.61802711937488
32.3400752544403,7.51557158674752
32.3840057849884,7.56300935179201
32.4319922924042,7.51507338278212
32.4799025058746,7.50382152289575
32.4803094863892,7.44828646363003
32.5241951942444,7.53661973210493
32.5488498210907,7.60108212362809
32.5919644832611,7.53210036252062
32.6360490322113,7.57351781719198
32.6839873790741,7.36320327699607
32.7278444766998,7.36320327699607
32.7280139923096,7.36320327699607
32.7718245983124,7.36320327699607
32.7993636131287,7.51175689440579
32.8439147472382,7.3856840837952
32.8878417015076,7.560152085955
32.9320259094238,7.59573312997834
32.9761784076691,7.5328423112291
33.0200881958008,7.58736383280531
33.0206029415131,7.50575890544631
33.063797712326,7.50575890544631
33.0846590995789,7.69094526266133
33.1318647861481,7.61181720144003
33.1799426078796,7.59898663200169
33.2240207195282,3.80902341317021
33.2679748535156,7.59354975004945
33.2684502601624,7.63094131868315
33.3121092319489,7.66261054817341
33.3355093002319,7.63834618134329
33.3760285377502,7.65942763706139
33.4198658466339,7.56375850758014
33.4639947414398,7.67548009099385
33.5079424381256,8.00288414787393
33.5522212982178,5.90614803701156
33.5527322292328,7.89711249059813
33.5959749221802,7.63906936290641
33.6207702159882,7.80363139623361
33.6639273166656,7.72601739546538
33.7079765796661,8.314036900216
33.751814365387,8.314036900216
33.7957994937897,8.314036900216
33.8403432369232,7.48130398484217
33.8408155441284,7.73849422943171
33.8839390277863,7.63757074428854
33.9075820446014,7.63094131868315
33.948103427887,7.65993736445225
33.9919102191925,7.67451373096131
34.0398759841919,7.62016523341533
34.0843925476074,7.62016523341533
34.1320102214813,4.14600296965225
34.1324343681335,7.80297141395162
34.1799051761627,7.80297141395162
34.1920506954193,8.45210264243698
34.2359137535095,7.87370358795423
34.2842614650726,7.76838013640079
34.3279478549957,7.76838013640079
34.3720836639404,7.88192911642912
34.3726334571838,3.98022562491856
34.4158108234406,3.98022562491856
34.4420382976532,7.84960967685927
34.4839346408844,7.70732339615981
34.5279383659363,8.07506968109962
34.5759170055389,7.77397516287576
34.6201820373535,7.82810418083379
34.6643552780151,7.83895582264077
34.6647756099701,7.79186787224926
34.7118752002716,8.17357154679794
34.7276091575623,8.13105347808812
34.771984577179,8.16319989839245
34.816303730011,8.16319989839245
34.8601772785187,9.21830959447346
34.9082887172699,9.21830959447346
34.9082925319672,7.94749259410429
34.9560227394104,5.81790897518882
34.9782073497772,4.36067748595003
35.0202124118805,5.4270236560664
35.064001083374,6.08649075773238
35.1082057952881,4.87024628310055
35.1519775390625,7.88762216875051
35.1962971687317,4.66148435902481
35.1968591213226,4.03151539238818
35.2399880886078,7.78500838689936
35.2633295059204,7.74768789064702
35.3043353557587,7.90373442583132
