8.846156648054502580e-02 -2.581106183475176397e-01
1.077143847262304721e+00 -2.231010548493090884e-01
1.420680273484594025e+00 -4.200204613081574556e-01
1.177129106084443100e+00 1.223662738967304028e-02
4.071093578799395152e-01 -2.066595411256589299e-01
-2.808097886137695953e-01 -7.608610983346014711e-01
-8.506967593367930069e-01 -4.359583896969277395e-01
-1.024194949707862984e-01 -9.412976655669796910e-02
-1.582141785553165259e-01 -4.965007804374773070e-01
-1.511957254536833994e-01 -3.994638126813221390e-01
-7.374485997193852560e-01 -3.840062895912402241e-01
2.115628193489864084e-01 -2.566713008777294913e-01
-5.617465049163404833e-01 2.881093400374511448e-01
3.795520586919179928e-01 1.049578558728320621e+00
4.676895811236131406e-01 8.923962171281800693e-01
-2.989251886682257053e-01 2.883176767021194964e-01
-7.459479881203395779e-01 2.048876012506228306e-01
-5.632239028954508786e-01 9.525390846704270276e-01
1.341545084391203013e-01 5.932216506208858320e-01
7.762360341816665343e-01 -2.708687622415408836e-01
1.888050617743629034e-01 -5.175675422294417904e-01
4.483659596524305346e-01 -3.429790595524079277e-01
-8.771569072360873021e-01 -1.341230925103448213e-02
-1.241289059029808683e+00 7.311179433196208777e-01
-1.889843887966560776e-01 8.291110981382113776e-01
6.057581528957832750e-01 -2.161560374004969920e-01
3.515399317304767068e-01 -3.273489394029319155e-01
-3.232736585114501793e-01 2.039859474199190448e-01
3.125301030271646630e-01 1.002981948172122051e+00
-1.133003753930210689e+00 7.501929278866120709e-01
-1.552395137788288748e+00 1.701160237413173459e-01
-1.492400443809778210e+00 3.092131286853723737e-01
-1.590633333947343520e+00 5.330691841588709456e-01
-5.572567706958625466e-02 8.790968808616989039e-01
2.242438904015972012e-01 2.385505071427587165e-01
-1.235904467813775165e+00 -1.196069780386953135e-01
-1.417860567130600380e+00 6.083928396800012406e-01
2.160496697877504202e-01 4.188477484947175644e-01
9.641786405505791552e-04 -1.312644708088065437e-01
-9.379675484661650908e-02 -3.319756690673824062e-01
8.210727272818205691e-01 -8.626348764677205239e-02
5.177077577081803383e-01 5.756751700484197265e-01
-4.913943476640598718e-01 7.016375875589161426e-01
-7.414129438148761020e-01 3.164417928778671119e-01
-1.090991241910340248e+00 5.561900229983312016e-01
-1.284975821751057623e+00 1.215378659415311757e+00
-2.834582776410533578e-01 8.879340482517182886e-01
9.962513814793667599e-01 -4.530725423624577461e-03
1.712957091005254950e-01 -1.821783191636089927e-01
8.373110821847731255e-01 1.711603403946382884e-01
2.541841455470568167e-01 -4.923432149837725924e-01
5.037714843317373514e-01 -7.622699705768738454e-01
-2.901357087834124382e-01 -3.054334331296330585e-01
2.528249632766548238e-01 5.894075736524103659e-01
-1.301350103772545841e-01 9.522476247288899076e-01
-1.781956352809860089e+00 1.361320615919430876e+00
-3.375248473780668723e-01 2.137832242971483776e+00
-1.973384110273128655e-01 1.705715108978720584e+00
-1.061261510941174491e+00 1.629075393686419071e+00
-2.126647135332730087e+00 1.515457950441286172e+00
-8.888804069851797829e-01 1.435126647237969122e+00
-1.056767692513660206e+00 1.694320537148494288e-01
-8.895791773258621138e-01 -2.469706556968662148e-01
-4.005611014445986662e-01 1.357944438019710320e-01
-4.840120852116007732e-01 -4.314387893676221997e-02
1.320647114183106430e+00 -6.518668023239040377e-01
1.605364386726769288e+00 -1.231095112355893528e+00
1.133553166257235567e+00 -1.307201783467694112e+00
1.643946821690163596e+00 -7.212476086863502944e-01
9.831314126768946338e-01 -2.199923963180674957e-01
1.038470547270189531e-01 -7.324879789160693155e-02
-2.897538531459671329e-01 -3.560334077555160626e-01
-9.652334709811624669e-02 -7.381842584695333387e-02
-1.087510158220413414e+00 6.182064402985031348e-01
-1.173275986521377101e-01 1.816093981318465111e+00
-4.911393711988416566e-01 2.094393412566162738e+00
-1.309337040864446911e+00 1.968687127840270890e+00
-1.245562583625795749e+00 2.033766139228937231e+00
-1.974255033189614927e+00 1.748877950221502608e+00
-2.124526105273342846e+00 1.465590405014011832e+00
-3.578431513099810113e-01 1.812866687288087197e+00
-2.227842353485826599e-01 2.223879380567477249e+00
-2.369332759704670111e-01 1.228238759885982079e+00
-9.710152934307229033e-01 -8.702225699692954508e-02
3.531000796886646365e-01 -1.201265157017689655e-01
6.906069054179675426e-01 -8.929375209496815957e-01
-1.118964933682304042e-01 -1.067377580345876709e+00
2.108416643454366746e+00 -1.544855826703148693e+00
2.273596200121093869e+00 -1.342897370242120081e+00
1.338157000339209812e+00 -8.429609023766592157e-01
