Start Time,Duration,Run ID,Name,Source Type,Source Name,User,Status,H,P,Q,batch_size,num_epochs,validation_split,loss
2023-08-21 22:08:25,26.2s,14d5158a2ee347c78ea60dd162f90c4b,trial-23,LOCAL,C:\Users\lucas\AppData\Roaming\Python\Python37\Scripts\ipython,lucas,FINISHED,1,5,5,32,25,0.1,0.3938123999625258
2023-08-21 23:02:03,29.1s,d4e95904eaa5440e8c165c5d1b8fab7a,trial-74,LOCAL,C:\Users\lucas\AppData\Roaming\Python\Python37\Scripts\ipython,lucas,FINISHED,1,10,5,32,25,0.1,0.394333083502159
2023-08-21 23:01:15,23.8s,fdb5d10d4d8b4bf491c93cf61277675b,trial-72,LOCAL,C:\Users\lucas\AppData\Roaming\Python\Python37\Scripts\ipython,lucas,FINISHED,1,5,5,32,25,0.1,0.3951583022256422
2023-08-21 22:42:02,22.7s,e00c878ec6c34aa282d86d81b05e8d14,trial-52,LOCAL,C:\Users\lucas\AppData\Roaming\Python\Python37\Scripts\ipython,lucas,FINISHED,1,5,5,32,25,0.1,0.3952975393811634
2023-08-21 23:19:48,22.8s,7fe3b52329544035a7cdb6db0100fa20,trial-94,LOCAL,C:\Users\lucas\AppData\Roaming\Python\Python37\Scripts\ipython,lucas,FINISHED,1,5,5,32,25,0.1,0.39642657669450093
2023-08-21 22:51:57,22.6s,4c28d64d2d814bc7993054a96f8702e1,trial-65,LOCAL,C:\Users\lucas\AppData\Roaming\Python\Python37\Scripts\ipython,lucas,FINISHED,1,5,5,32,25,0.1,0.3977930131124934
2023-08-21 22:42:49,23.1s,9cb7f4c9778c49e4aaf04c33ede7d2ce,trial-54,LOCAL,C:\Users\lucas\AppData\Roaming\Python\Python37\Scripts\ipython,lucas,FINISHED,1,5,5,32,25,0.1,0.39878646267714
2023-08-21 22:07:59,26.1s,eab458918c624dd7b254282bba3cb339,trial-22,LOCAL,C:\Users\lucas\AppData\Roaming\Python\Python37\Scripts\ipython,lucas,FINISHED,1,5,5,32,25,0.1,0.3995319660505997
2023-08-21 23:19:26,22.7s,18127d9b88654021946762b9667dea51,trial-93,LOCAL,C:\Users\lucas\AppData\Roaming\Python\Python37\Scripts\ipython,lucas,FINISHED,1,5,5,32,25,0.1,0.40091050737091055
2023-08-21 21:55:15,29.2s,2555008e6ee64fa789c6ded1571f42e0,trial-12,LOCAL,C:\Users\lucas\AppData\Roaming\Python\Python37\Scripts\ipython,lucas,FINISHED,1,5,5,32,25,0.1,0.4022184271265591
2023-08-21 22:34:38,23.5s,c71a3625f2c241a0ab56852e904c20b9,trial-47,LOCAL,C:\Users\lucas\AppData\Roaming\Python\Python37\Scripts\ipython,lucas,FINISHED,1,5,5,32,25,0.1,0.4043607990606414
2023-08-21 21:40:40,1.3min,91eef46d8017455297cf649fade63853,trial-5,LOCAL,C:\Users\lucas\AppData\Roaming\Python\Python37\Scripts\ipython,lucas,FINISHED,1,15,10,16,25,0.1,0.4071575277071283
2023-08-21 23:01:39,24.2s,483cc133d76b4512bde1beee16cf87fe,trial-73,LOCAL,C:\Users\lucas\AppData\Roaming\Python\Python37\Scripts\ipython,lucas,FINISHED,1,5,5,32,25,0.1,0.40837521295152873
2023-08-21 23:04:49,1.0min,3bebc14039454b21849c31c877f4eab8,trial-77,LOCAL,C:\Users\lucas\AppData\Roaming\Python\Python37\Scripts\ipython,lucas,FINISHED,1,15,5,16,25,0.1,0.4084959397820084
2023-08-21 22:43:12,1.4min,21fd30eec73b48558a956a5898bf0d74,trial-55,LOCAL,C:\Users\lucas\AppData\Roaming\Python\Python37\Scripts\ipython,lucas,FINISHED,1,5,45,32,25,0.1,0.40953605543514093
2023-08-21 22:55:24,2.5min,90e960dea05d4331b50e55fbb6ac2613,trial-69,LOCAL,C:\Users\lucas\AppData\Roaming\Python\Python37\Scripts\ipython,lucas,FINISHED,1,40,45,32,25,0.1,0.41080017503773314
2023-08-21 22:35:02,1.7min,3b54ae21f9a84392907328f3487851e2,trial-48,LOCAL,C:\Users\lucas\AppData\Roaming\Python\Python37\Scripts\ipython,lucas,FINISHED,1,30,5,16,25,0.1,0.41275987964708893
2023-08-21 22:49:31,1.2min,6ff511d3848a4633bf407c93623f8128,trial-61,LOCAL,C:\Users\lucas\AppData\Roaming\Python\Python37\Scripts\ipython,lucas,FINISHED,1,35,10,32,25,0.1,0.41287767524301905
2023-08-21 23:07:49,36.5s,da236f38c5324f8ebd2a2b3e48a5d9f6,trial-81,LOCAL,C:\Users\lucas\AppData\Roaming\Python\Python37\Scripts\ipython,lucas,FINISHED,1,5,15,32,25,0.1,0.4130954225963852
2023-08-21 21:42:00,4.8min,131cdfc75d9b401aafbeb4351bb9c6da,trial-6,LOCAL,C:\Users\lucas\AppData\Roaming\Python\Python37\Scripts\ipython,lucas,FINISHED,1,50,30,16,25,0.1,0.41502340552206857
2023-08-21 22:13:31,41.5s,b7524c080e39481c9ee6e43496847511,trial-28,LOCAL,C:\Users\lucas\AppData\Roaming\Python\Python37\Scripts\ipython,lucas,FINISHED,1,5,20,32,25,0.1,0.41691541277415944
2023-08-21 23:14:25,3.0min,80fd465abd0f4adeaa16b22a4f18268a,trial-90,LOCAL,C:\Users\lucas\AppData\Roaming\Python\Python37\Scripts\ipython,lucas,FINISHED,1,30,25,16,25,0.1,0.42236432021013764
2023-08-21 23:04:08,41.1s,8ec94ea299774f669a151738b961a558,trial-76,LOCAL,C:\Users\lucas\AppData\Roaming\Python\Python37\Scripts\ipython,lucas,FINISHED,1,5,20,32,25,0.1,0.4244077529286041
2023-08-21 22:21:22,1.8min,7c9def38ecc142daab4849a60ce865a8,trial-37,LOCAL,C:\Users\lucas\AppData\Roaming\Python\Python37\Scripts\ipython,lucas,FINISHED,1,20,40,32,25,0.1,0.42795835430982576
2023-08-21 23:11:01,47.6s,1fe3a1544c174c9a9bb68b3c47d4b175,trial-86,LOCAL,C:\Users\lucas\AppData\Roaming\Python\Python37\Scripts\ipython,lucas,FINISHED,1,20,10,32,25,0.1,0.4280108726140777
2023-08-21 22:11:59,35.5s,397968f71e23458ebf985b936a2ce5d4,trial-26,LOCAL,C:\Users\lucas\AppData\Roaming\Python\Python37\Scripts\ipython,lucas,FINISHED,1,25,10,64,25,0.1,0.4287850043891569
2023-08-21 22:46:48,1.1min,112bc930560c43c4b62f67942bf3943a,trial-58,LOCAL,C:\Users\lucas\AppData\Roaming\Python\Python37\Scripts\ipython,lucas,FINISHED,1,35,5,16,25,0.1,0.4338873985403937
2023-08-21 22:18:19,1.2min,27e3fc4d1c554e1dbd5be38457950d96,trial-34,LOCAL,C:\Users\lucas\AppData\Roaming\Python\Python37\Scripts\ipython,lucas,FINISHED,1,5,40,32,25,0.1,0.4340753645257731
2023-08-21 22:54:42,41.6s,2a659e274b15480fa5c5cb2b5d4896ef,trial-68,LOCAL,C:\Users\lucas\AppData\Roaming\Python\Python37\Scripts\ipython,lucas,FINISHED,1,20,5,32,25,0.1,0.4346217760961433
2023-08-21 22:04:14,45.1s,0db384412ef949e894ac558311e7c3a0,trial-18,LOCAL,C:\Users\lucas\AppData\Roaming\Python\Python37\Scripts\ipython,lucas,FINISHED,1,5,20,32,25,0.1,0.43592843533833164
2023-08-21 23:09:36,1.4min,f2f4ef1a4464411db7ff166e215baa14,trial-85,LOCAL,C:\Users\lucas\AppData\Roaming\Python\Python37\Scripts\ipython,lucas,FINISHED,1,45,5,32,25,0.1,0.4373813847149411
2023-08-21 22:26:34,28.2s,f0f34cb54de54af59bea51ddd0a47dda,trial-40,LOCAL,C:\Users\lucas\AppData\Roaming\Python\Python37\Scripts\ipython,lucas,FINISHED,1,15,15,64,25,0.1,0.439865696906798
2023-08-21 23:06:16,37.3s,b8146f2cf8ac447f9dd14d5ef3b66247,trial-79,LOCAL,C:\Users\lucas\AppData\Roaming\Python\Python37\Scripts\ipython,lucas,FINISHED,1,35,5,32,25,0.1,0.44391772370104055
2023-08-21 21:46:47,3.4min,0773ac261a70471f9a546abdebd3cf64,trial-7,LOCAL,C:\Users\lucas\AppData\Roaming\Python\Python37\Scripts\ipython,lucas,FINISHED,1,45,15,16,25,0.1,0.4475654702880723
2023-08-21 21:56:12,1.0min,d71e9a6e12e34275a7b85d6ba1784063,trial-14,LOCAL,C:\Users\lucas\AppData\Roaming\Python\Python37\Scripts\ipython,lucas,FINISHED,1,30,5,32,25,0.1,0.44848950524959236
2023-08-21 21:50:09,3.3min,5fde1b53d315405ebce8cb202a38ee7b,trial-8,LOCAL,C:\Users\lucas\AppData\Roaming\Python\Python37\Scripts\ipython,lucas,FINISHED,1,25,30,16,25,0.1,0.4534864387332571
2023-08-21 23:24:43,37.5s,1c3b9a8032a04e3499446cde057a0144,trial-99,LOCAL,C:\Users\lucas\AppData\Roaming\Python\Python37\Scripts\ipython,lucas,FINISHED,1,5,35,32,25,0.1,0.45459317868719673
2023-08-21 23:20:57,1.2min,f976a2b0619f4d8094fd277f98a153fa,trial-97,LOCAL,C:\Users\lucas\AppData\Roaming\Python\Python37\Scripts\ipython,lucas,FINISHED,1,40,5,32,25,0.1,0.4573538584139369
2023-08-21 22:06:43,1.3min,592fb133c1bd40338272f2cb39af5a2e,trial-21,LOCAL,C:\Users\lucas\AppData\Roaming\Python\Python37\Scripts\ipython,lucas,FINISHED,1,30,15,32,25,0.1,0.45797793863333547
2023-08-21 22:05:26,1.3min,af081c2bf9eb4da5ba91433124c6c10d,trial-20,LOCAL,C:\Users\lucas\AppData\Roaming\Python\Python37\Scripts\ipython,lucas,FINISHED,1,40,5,32,25,0.1,0.4582057245775309
2023-08-21 22:14:12,1.6min,e41e1f172e9f4b3e96087345cfacf0ac,trial-29,LOCAL,C:\Users\lucas\AppData\Roaming\Python\Python37\Scripts\ipython,lucas,FINISHED,1,20,35,32,25,0.1,0.4607442914602692
2023-08-21 22:47:54,37.0s,eb750e053a9c4444915f2bae9cfc1d7a,trial-59,LOCAL,C:\Users\lucas\AppData\Roaming\Python\Python37\Scripts\ipython,lucas,FINISHED,1,35,5,32,25,0.1,0.4638497393532754
2023-08-21 22:38:40,1.2min,1531a8d23615433bb7ad920dd4d1dfd9,trial-50,LOCAL,C:\Users\lucas\AppData\Roaming\Python\Python37\Scripts\ipython,lucas,FINISHED,1,10,35,32,25,0.1,0.46403844007535133
2023-08-21 22:57:56,2.7min,b402c3bb14a343d6b495e7c3316817ba,trial-70,LOCAL,C:\Users\lucas\AppData\Roaming\Python\Python37\Scripts\ipython,lucas,FINISHED,1,50,40,32,25,0.1,0.46446563950344866
2023-08-21 22:53:07,1.6min,15f8c83fbf144f9f9604def7a42ef485,trial-67,LOCAL,C:\Users\lucas\AppData\Roaming\Python\Python37\Scripts\ipython,lucas,FINISHED,1,30,25,32,25,0.1,0.46692174654465507
2023-08-21 21:39:49,51.1s,5cf871ec6fa643f1b1661582c6aa0d1b,trial-4,LOCAL,C:\Users\lucas\AppData\Roaming\Python\Python37\Scripts\ipython,lucas,FINISHED,1,20,30,64,25,0.1,0.46797539201302735
2023-08-21 21:36:27,3.4min,3cc97ac00a2c488ea391ba39bbeea4dd,trial-3,LOCAL,C:\Users\lucas\AppData\Roaming\Python\Python37\Scripts\ipython,lucas,FINISHED,1,15,40,16,25,0.1,0.4686614424953742
2023-08-21 22:48:31,1.0min,3f5349bf50cf40f09d3004adad93409f,trial-60,LOCAL,C:\Users\lucas\AppData\Roaming\Python\Python37\Scripts\ipython,lucas,FINISHED,1,45,15,64,25,0.1,0.46893001468833795
2023-08-21 22:32:50,1.4min,eec4ddf0f39b4634826aec62f00a02df,trial-45,LOCAL,C:\Users\lucas\AppData\Roaming\Python\Python37\Scripts\ipython,lucas,FINISHED,1,25,25,32,25,0.1,0.4813658101950805
2023-08-21 23:17:26,1.6min,342f46a377554bebab339c132712b9e5,trial-91,LOCAL,C:\Users\lucas\AppData\Roaming\Python\Python37\Scripts\ipython,lucas,FINISHED,1,50,5,32,25,0.1,0.4952513226742576
2023-08-21 22:27:03,4.6min,afc907fc8aa545bea2c850bfdf9765af,trial-41,LOCAL,C:\Users\lucas\AppData\Roaming\Python\Python37\Scripts\ipython,lucas,FINISHED,1,50,30,16,25,0.1,0.5007719687955761
2023-08-21 22:21:07,15.5s,6e196cf7852f4e24ab4c6b5222468c84,trial-36,LOCAL,C:\Users\lucas\AppData\Roaming\Python\Python37\Scripts\ipython,lucas,FINISHED,1,5,5,64,25,0.1,0.5034254111923118
2023-08-21 22:23:31,3.0min,babcabb5f15f449aa42b3c7aa6f699da,trial-39,LOCAL,C:\Users\lucas\AppData\Roaming\Python\Python37\Scripts\ipython,lucas,FINISHED,1,45,10,16,25,0.1,0.5082135728856705
2023-08-21 22:19:32,1.6min,a61912b11ccb4635a92304b92a28b03b,trial-35,LOCAL,C:\Users\lucas\AppData\Roaming\Python\Python37\Scripts\ipython,lucas,FINISHED,1,50,5,32,25,0.1,0.5084496934406597
2023-08-21 23:02:32,1.6min,8cf1748201224678bd284f2792ec6374,trial-75,LOCAL,C:\Users\lucas\AppData\Roaming\Python\Python37\Scripts\ipython,lucas,FINISHED,1,5,50,32,25,0.1,0.5097324595009025
2023-08-21 23:11:49,15.8s,4bc67afa59ce4f3692c9b37f4b9233b2,trial-87,LOCAL,C:\Users\lucas\AppData\Roaming\Python\Python37\Scripts\ipython,lucas,FINISHED,1,5,5,64,25,0.1,0.511677011945211
2023-08-21 23:25:21,1.6min,6605a18ca1364576beb3d3e14c0b5cc6,trial-100,LOCAL,C:\Users\lucas\AppData\Roaming\Python\Python37\Scripts\ipython,lucas,FINISHED,1,10,45,32,25,0.1,0.520479422766113
2023-08-21 22:45:13,1.6min,bc39465994ea4494b13a37be7facbf9d,trial-57,LOCAL,C:\Users\lucas\AppData\Roaming\Python\Python37\Scripts\ipython,lucas,FINISHED,1,35,20,32,25,0.1,0.5241681445164118
2023-08-21 21:57:14,2.0min,90fe29685f1545c49c118621a424fb6d,trial-15,LOCAL,C:\Users\lucas\AppData\Roaming\Python\Python37\Scripts\ipython,lucas,FINISHED,1,10,50,32,25,0.1,0.5277873743705573
2023-08-21 23:12:05,2.0min,16056acd203c4c1ba5f4390e24ad7160,trial-88,LOCAL,C:\Users\lucas\AppData\Roaming\Python\Python37\Scripts\ipython,lucas,FINISHED,1,25,40,32,25,0.1,0.5295867939502611
2023-08-21 22:12:35,55.9s,b5a780bf2c0d44a99343b788e2ee6228,trial-27,LOCAL,C:\Users\lucas\AppData\Roaming\Python\Python37\Scripts\ipython,lucas,FINISHED,1,10,25,32,25,0.1,0.5318343463338147
2023-08-21 22:39:54,2.1min,3b01f6a9f30a46bd9a2e3b2cb3b8d437,trial-51,LOCAL,C:\Users\lucas\AppData\Roaming\Python\Python37\Scripts\ipython,lucas,FINISHED,1,40,30,32,25,0.1,0.535181306315413
2023-08-21 21:32:47,46.0s,82448f53a05a4bc5b5c3590d61d16303,trial-1,LOCAL,C:\Users\lucas\AppData\Roaming\Python\Python37\Scripts\ipython,lucas,FINISHED,1,5,40,64,25,0.1,0.5468977106789986
2023-08-21 23:22:12,2.5min,87d4cb612e0b42f4bb045e98d36e784e,trial-98,LOCAL,C:\Users\lucas\AppData\Roaming\Python\Python37\Scripts\ipython,lucas,FINISHED,1,35,50,32,25,0.1,0.552749893601274
2023-08-21 21:53:25,40.2s,4155a6bb6d4a465fa03adff9e7a16ff2,trial-9,LOCAL,C:\Users\lucas\AppData\Roaming\Python\Python37\Scripts\ipython,lucas,FINISHED,1,15,25,64,25,0.1,0.5562206807800166
2023-08-21 23:06:53,56.3s,fe06c51b052a4a3ea6a1073f85a978cf,trial-80,LOCAL,C:\Users\lucas\AppData\Roaming\Python\Python37\Scripts\ipython,lucas,FINISHED,1,5,30,32,25,0.1,0.5582189944043179
2023-08-21 22:15:47,1.3min,9c81b7c47d32444c9337324c381fecf1,trial-30,LOCAL,C:\Users\lucas\AppData\Roaming\Python\Python37\Scripts\ipython,lucas,FINISHED,1,35,50,64,25,0.1,0.5587749866005258
2023-08-21 21:33:33,2.9min,9e75090088c2413fb6674f616eefb88d,trial-2,LOCAL,C:\Users\lucas\AppData\Roaming\Python\Python37\Scripts\ipython,lucas,FINISHED,1,50,40,32,25,0.1,0.5730559602849147
2023-08-21 22:01:31,2.7min,b6f7313bd77d42f791090721b2df7e9d,trial-17,LOCAL,C:\Users\lucas\AppData\Roaming\Python\Python37\Scripts\ipython,lucas,FINISHED,1,40,45,32,25,0.1,0.5735796765194399
2023-08-21 21:59:12,2.3min,b7aae244d824454c82157c792dbcea04,trial-16,LOCAL,C:\Users\lucas\AppData\Roaming\Python\Python37\Scripts\ipython,lucas,FINISHED,1,35,35,32,25,0.1,0.5765608362375421
2023-08-21 22:36:43,1.9min,ec20c1e0c0f2432a85738930f3d1e1d7,trial-49,LOCAL,C:\Users\lucas\AppData\Roaming\Python\Python37\Scripts\ipython,lucas,FINISHED,1,15,50,32,25,0.1,0.6015474230822282
2023-08-21 23:00:37,37.6s,0cd12d1036a7455990ae6f7196744153,trial-71,LOCAL,C:\Users\lucas\AppData\Roaming\Python\Python37\Scripts\ipython,lucas,FINISHED,1,5,35,64,25,0.1,0.6212348303456393
2023-08-21 22:09:16,2.7min,15145262061c4735ab5c7efe48798697,trial-25,LOCAL,C:\Users\lucas\AppData\Roaming\Python\Python37\Scripts\ipython,lucas,FINISHED,1,45,45,32,25,0.1,0.6609203919239924
