Start Time,Duration,Run ID,Name,Source Type,Source Name,User,Status,H,P,Q,batch_size,num_epochs,validation_split,loss
2023-08-21 23:20:11,22.8s,6e811742e79b40e7bc73750beee98417,trial-95,LOCAL,C:\Users\lucas\AppData\Roaming\Python\Python37\Scripts\ipython,lucas,FINISHED,1,5,5,32,25,0.1,0.37944951115434766
2023-08-21 22:34:15,23.4s,e902230c3b424df98d540112c0ccddfe,trial-46,LOCAL,C:\Users\lucas\AppData\Roaming\Python\Python37\Scripts\ipython,lucas,FINISHED,1,5,5,32,25,0.1,0.3807125169835366
2023-08-21 22:44:36,37.0s,753491fe507d47778ed69b1c8944d87c,trial-56,LOCAL,C:\Users\lucas\AppData\Roaming\Python\Python37\Scripts\ipython,lucas,FINISHED,1,35,5,32,25,0.1,0.38130024395343565
2023-08-21 22:04:59,27.0s,d626a8a3bfb249ee876557bb02e9872c,trial-19,LOCAL,C:\Users\lucas\AppData\Roaming\Python\Python37\Scripts\ipython,lucas,FINISHED,1,5,5,32,25,0.1,0.38426608948309837
2023-08-21 22:23:09,22.6s,b3605a4a03fe4df0b280ec2e8155d3c2,trial-38,LOCAL,C:\Users\lucas\AppData\Roaming\Python\Python37\Scripts\ipython,lucas,FINISHED,1,5,5,32,25,0.1,0.3846927809258507
2023-08-21 22:17:55,23.6s,fc130560db6244c68183a135385ec562,trial-33,LOCAL,C:\Users\lucas\AppData\Roaming\Python\Python37\Scripts\ipython,lucas,FINISHED,1,5,5,32,25,0.1,0.3848370794717346
2023-08-21 22:31:40,24.0s,57de08b26bf54734bd01fe6cee58811a,trial-42,LOCAL,C:\Users\lucas\AppData\Roaming\Python\Python37\Scripts\ipython,lucas,FINISHED,1,5,5,32,25,0.1,0.3849651440639492
2023-08-21 23:08:49,22.6s,9eb37a4c75174d8d8433ed90fc38e972,trial-83,LOCAL,C:\Users\lucas\AppData\Roaming\Python\Python37\Scripts\ipython,lucas,FINISHED,1,5,5,32,25,0.1,0.38545404064250305
2023-08-21 23:19:03,22.9s,2f07853967f94c0b97df5a26363269f6,trial-92,LOCAL,C:\Users\lucas\AppData\Roaming\Python\Python37\Scripts\ipython,lucas,FINISHED,1,5,5,32,25,0.1,0.38654114299691456
2023-08-21 22:17:08,23.7s,54ff2f2d3aa84f1a81cf4fe1a81515e0,trial-31,LOCAL,C:\Users\lucas\AppData\Roaming\Python\Python37\Scripts\ipython,lucas,FINISHED,1,5,5,32,25,0.1,0.38672452356778086
2023-08-21 21:55:44,27.7s,d87e28a1b18442aaaffe0262c5742fb5,trial-13,LOCAL,C:\Users\lucas\AppData\Roaming\Python\Python37\Scripts\ipython,lucas,FINISHED,1,5,5,32,25,0.1,0.3868316010904849
2023-08-21 22:32:04,23.3s,d45a2daec33c496187b06428d7e8552e,trial-43,LOCAL,C:\Users\lucas\AppData\Roaming\Python\Python37\Scripts\ipython,lucas,FINISHED,1,5,5,32,25,0.1,0.3868942080735966
2023-08-21 22:50:46,23.7s,98ecdf29104a43a7aa50bb6957745279,trial-62,LOCAL,C:\Users\lucas\AppData\Roaming\Python\Python37\Scripts\ipython,lucas,FINISHED,1,5,5,32,25,0.1,0.38691038433135316
2023-08-21 23:08:26,23.7s,f2a2700435d244ec919223bc096b5632,trial-82,LOCAL,C:\Users\lucas\AppData\Roaming\Python\Python37\Scripts\ipython,lucas,FINISHED,1,5,5,32,25,0.1,0.38695422364109244
2023-08-21 22:42:25,23.6s,5b3e0aa057934740b84aaf891421d0c8,trial-53,LOCAL,C:\Users\lucas\AppData\Roaming\Python\Python37\Scripts\ipython,lucas,FINISHED,1,5,5,32,25,0.1,0.38743734030962795
2023-08-21 22:51:33,23.9s,0e8d8fdd3fb04381b33a9c9e9532d2fb,trial-64,LOCAL,C:\Users\lucas\AppData\Roaming\Python\Python37\Scripts\ipython,lucas,FINISHED,1,5,5,32,25,0.1,0.3877377309045897
2023-08-21 23:05:52,23.6s,d0907779d9ae47cf8420c808ba876333,trial-78,LOCAL,C:\Users\lucas\AppData\Roaming\Python\Python37\Scripts\ipython,lucas,FINISHED,1,5,5,32,25,0.1,0.3879233211670605
2023-08-21 21:54:47,28.3s,4fcccd9d87174d63af49ab2d86fde2b9,trial-11,LOCAL,C:\Users\lucas\AppData\Roaming\Python\Python37\Scripts\ipython,lucas,FINISHED,1,5,5,32,25,0.1,0.38961882341422294
2023-08-21 22:52:19,47.7s,0c7635b92a304148bc2735ccd0e20156,trial-66,LOCAL,C:\Users\lucas\AppData\Roaming\Python\Python37\Scripts\ipython,lucas,FINISHED,1,25,5,32,25,0.1,0.3898577530040643
2023-08-21 21:54:06,41.0s,72b06b686ba24470ae3968964b64e7c0,trial-10,LOCAL,C:\Users\lucas\AppData\Roaming\Python\Python37\Scripts\ipython,lucas,FINISHED,1,5,5,16,25,0.1,0.39020111738382984
2023-08-21 23:20:34,23.5s,a4f3de8197024e629aefcd4ea05ff029,trial-96,LOCAL,C:\Users\lucas\AppData\Roaming\Python\Python37\Scripts\ipython,lucas,FINISHED,1,5,5,32,25,0.1,0.3904455264311803
2023-08-21 22:32:27,22.9s,343a97999eb6470bbc5bb92647ef25d3,trial-44,LOCAL,C:\Users\lucas\AppData\Roaming\Python\Python37\Scripts\ipython,lucas,FINISHED,1,5,5,32,25,0.1,0.3904611846459115
2023-08-21 23:14:02,22.8s,7a5d9b0b4cee41d9ba0560274033591d,trial-89,LOCAL,C:\Users\lucas\AppData\Roaming\Python\Python37\Scripts\ipython,lucas,FINISHED,1,5,5,32,25,0.1,0.39174579183949626
2023-08-21 23:09:12,23.6s,c0cb9089e7e74da0aa94d02a23417d46,trial-84,LOCAL,C:\Users\lucas\AppData\Roaming\Python\Python37\Scripts\ipython,lucas,FINISHED,1,5,5,32,25,0.1,0.39218548266327613
2023-08-21 22:08:52,24.1s,495b87824b414406b03e2c15e1c99e26,trial-24,LOCAL,C:\Users\lucas\AppData\Roaming\Python\Python37\Scripts\ipython,lucas,FINISHED,1,5,5,32,25,0.1,0.3923959222231304
2023-08-21 22:17:31,23.5s,e3ae1d760acf4147bf779cac268af42a,trial-32,LOCAL,C:\Users\lucas\AppData\Roaming\Python\Python37\Scripts\ipython,lucas,FINISHED,1,5,5,32,25,0.1,0.3932815336814096
2023-08-21 22:51:10,22.7s,5e84db0a731f4ff59ad16bee7e3ceace,trial-63,LOCAL,C:\Users\lucas\AppData\Roaming\Python\Python37\Scripts\ipython,lucas,FINISHED,1,5,5,32,25,0.1,0.3935503519370308
